idBeneficiaire,nomBénéficiaire,montant,nature,objet,montant_reuse,dateConvention,datepublication,datesPériodeVersement
84097429900017.0,ASSOCIATION LES AMIS DU CARRELET,100000,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
51063878600028.0,ATELIER BAINS DOUCHES,5085,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45834,45911,2025-06-26 / 2025-12-26
43470528100021.0,GARAGE MODERNE,70689,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
93803311500016.0,COLLECTIF HABITANTS HAUT CENON,78600,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
48920860300022.0,SENS,50000,Aide en numéraire,AAP 2024-2025 SOLIDARITE DECHETS,Entre 30 000€ et 100 000€,45646,45911,2024-12-20 / 2025-06-20
80127165100029.0,ETU'RECUP,5500,Aide en numéraire,Festival 0 DECHETS,Inférieur à 30 000€,45855,45911,2025-07-17 / 2026-01-17
80127165100029.0,ETU'RECUP,8750,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45855,45911,2025-07-17 / 2026-01-17
88449735500013.0,HEPTAGONE,44200,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,46036,2025-06-26 / 2025-12-26
40228354300070.0,CLAP SUD OUEST,26000,Aide en numéraire,AAP CDV 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
51115695200026.0,CIVAM PPML,5000,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45556,46036,2024-09-21 / 2025-03-21
81147565600146.0,SEJOUR SPORTIF SOLIDAIRE,3000,Aide en numéraire,AAP CLS 2025 - vélo école,Inférieur à 30 000€,45904,46036,2025-09-04 / 2026-03-04
82182204600032.0,WEJOB,34500,Aide en numéraire,AAP CLS 2025,Entre 30 000€ et 100 000€,45881,46036,2025-08-12 / 2026-02-12
78194749400022.0,MJC CENTRE VILLE MERIGNAC,30000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
43383539400027.0,ADELE,4000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
91259268000025.0,YAPUCA,16200,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45742,46036,2025-03-26 / 2025-09-26
53766826100028.0,EN ROUTE POUR TRAVAILLER,7000,Aide en numéraire,AAP CONTRAT DE VILLE,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
41214436200032.0,DEFI,10000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
77558666200014.0,ASSOCIATION LAIQUE LE PRADO,50000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45958,46036,2025-10-28 / 2026-04-28
49428909300036.0,ATELIER GRAPHITE,4400,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45957,46036,2025-10-27 / 2026-04-27
78184854400032.0,SOLIHA SOLIDAIRE POUR L'HABITAT,216600,Aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45958,46036,2025-10-28 / 2026-04-28
85029215200012.0,ESPACE TEXTILE RIVE DROITE,10000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45959,46036,2025-10-29 / 2026-04-29
79227291600034.0,EMMAUS CONNET,10000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45953,46036,2025-10-23 / 2026-04-23
93803311500016.0,LE COLLECTIF DES HABITANT DU HAUT CENON,19400,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45855,46036,2025-07-17 / 2026-01-17
88449735500013.0,HEPTAGONE,10300,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45834,46036,2025-06-26 / 2025-12-26
80184893800016.0,FONDATION BERGONIE,50000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45957,46036,2025-10-27 / 2026-04-27
39931862500031.0,PROMO FEMMES ST MICHEL,20000,Aide en numéraire,AAP CLS 2025-Convention pluriannuelle 2025-2026,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
48526995500020.0,SPORT EMPLOI,30100,Aide en numéraire,AAP CDV 2025 - Convention pluriannuelle 2025-2026,Entre 30 000€ et 100 000€,45881,46036,2025-08-12 / 2026-02-12
98887594400015.0,ASL LES DOMAINES DU MANOIR,6981,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45947,46036,2025-10-17 / 2026-04-17
80127165100029.0,ETU RECUP,10000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45981,46036,2025-11-20 / 2026-05-20
45820496300029.0,DOMOFRANCE,100000,Aide en numéraire,Aide à l'investissement - les Berges de Lissandre,Entre 30 000€ et 100 000€,45951,46036,2025-10-21 / 2026-04-21
45820538200054.0,CLAIRSIENNE,100000,Aide en numéraire,Aide à l'investissement - Résidence Les Berges de Lissandre,Entre 30 000€ et 100 000€,45951,46036,2025-10-21 / 2026-04-21
45820538200054.0,CLAIRSIENNE,82840,Aide en numéraire,Aide à l'investissement - Résidence étudiante Paul Pascal,Entre 30 000€ et 100 000€,45951,46036,2025-10-21 / 2026-04-21
90206131600029.0,SAGES FEMMES SANS FRONTIERE,17000,Aide en numéraire,AAP - ACTION SOLIDARITE INTERNATIONAL 2025/2026,Inférieur à 30 000€,45979,46036,2025-11-18 / 2026-05-18
91417069100010.0,GAEC TERRIENNES,1057,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45931,46036,2025-10-01 / 2026-04-01
43403882400059.0,ADSI TECHNOWEST,23750,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45993,46036,2025-12-02 / 2026-06-02
90374437300015.0,LA FRONTIERE SOLIDAIRE NOUVELLE AQUITAINE,45000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45666,45751,2025-01-09/2025-07-09
45109940200039.0,MERLIN PRODUCTION,45000,Aide en numéraire,Aide à la production cinématographique,Entre 30 000€ et 100 000€,45672,45751,2025-01-15/2025-07-15
42440458000070.0,ACTIONS INTER MEDIATION,40000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Entre 30 000€ et 100 000€,45649,45751,2024-12-23/2025-06-23
39931862500031.0,PROMO FEMMES ST MICHEL,10000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
41214436200032.0,DEFI,10000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
33348540700030.0,CYCLES ET MANIVELLES,15000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
30016423300052.0,AFEPT,66064,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Entre 30 000€ et 100 000€,45649,45751,2024-12-23/2025-06-23
53766826100028.0,EN ROUTE POUR TRAVAILLER,28140,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
79227291600034.0,EMMAUS CONNECT ABBE PIERRE,30000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
82424482600064.0,KONEXIO,10000,Aide en numéraire,AAP CONTRAT LOCAL DES SOLIDARITES,Inférieur à 30 000€,45649,45751,2024-12-23/2025-06-23
84937825200019.0,VILLA VALMONT,50000,Aide en numéraire,AAP RESIDENCES CINEMA,Entre 30 000€ et 100 000€,45673,45751,2025-01-16/2025-07-16
78180454700060.0,COMITE REGIONAL DE TOURISME AQUITAINE,99822,Aide en numéraire,co-financement étude des clientèles touristiques,Entre 30 000€ et 100 000€,45656,45751,2024-12-30/2025-06-30
38278967500032.0,HYDRAULIQUE SANS FRONTIERES,45000,Aide en numéraire,AAP SOLIDARITE EAU,Entre 30 000€ et 100 000€,45680,45751,2025-01-23/2025-07-23
90206131600029.0,SAGES-FEMMES SANS FRONTIERES,19100,Aide en numéraire,AAP 2024-2025 SOLIDARITE DECHETS,Inférieur à 30 000€,45682,45695,2025-01-25/2025-07-25
82959066000025.0,LEON A VELO,54600,Aide en numéraire,Aide au fonctionnement pluriannuel 2025 à 2027,Entre 30 000€ et 100 000€,45750,45695,2025-04-03/2025-10-03
34426475900046.0,ESCALES LITTERAIRES BX AQUITAINES,150000,Aide en numéraire,CODEV 2025 - Escale du livre,Entre 100 000€ et 500 000€,45771,45695,2025-04-24/2025-10-24
37917042600025.0,DES SERRES SANGUINET,30000,Aide en numéraire,Aide à l'investissement FILA 2024,Inférieur à 30 000€,45729,45695,2025-03-13/2025-09-13
83123923100010.0,HALLE BIO D'AQUITAINE,18097,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45743,45695,2025-03-27/2025-09-27
83906235300033.0,SAVEURS QUOTIDIENNES,2800,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45733,45695,2025-03-17/2025-09-17
91197691800019.0,GSEF,80000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45789,45695,2025-05-12 / 2025-11-12
34975346700050.0,HAUTS DE GARONNE DEVELOPPEMENT,11000,Aide en numéraire,"Aide au fonctionnement - programme ""Elles entreprendre""",Inférieur à 30 000€,45783,45695,2025-05-06 / 2025-11-06
78184375000055.0,AGENCE DE DEVELOPPEMENT TOURISTIQUE DE LA GIRONDE,180000,Aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45782,45695,2025-05-05 / 2025-11-05
52289609100033.0,ASSOCIATION TERRITOIRES ET INNOVATION SOCIALE,65000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45783,45695,2025-05-06 / 2025-11-06
48956307200029.0,ADMAA / ALLEZ LES FILLES,35000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45790,45695,2025-05-13 / 2025-11-13
85301949500029.0,FERME DE L'OR VERT,500,Aide en numéraire,Aide à l'investissement FILA 2024,Inférieur à 30 000€,45776,45695,2025-04-29 / 2025-10-29
81286869300019.0,CLMX PROD,28500,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45790,45695,2025-05-13 / 2025-11-13
98752823900013.0,OH LAIT LAIT,9500,Aide en numéraire,Aide à l'investissement - AAP FICCP 2024,Inférieur à 30 000€,45759,45695,2025-04-12 / 2025-10-12
30733663600039.0,CRIJNA,30400,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45794,45695,2025-05-17 / 2025-11-17
94242336900019.0,WOODRISE VALLEE,66500,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45777,45695,2025-04-30 / 2025-10-30
48237148100086.0,COOP ALPHA,52250,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45784,45695,2025-05-07 / 2025-11-07
49919608700070.0,AGRI SUD OUEST INNOVATION,28500,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45803,45695,2025-05-26 / 2025-11-26
39253524100013.0,SEPANSO,25000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45775,45695,2025-04-28 / 2025-10-28
44336259500037.0,FESTIVAL DES ARTS DE BORDEAUX,160000,Aide en numéraire,Aide au fonctionnnement,Entre 100 000€ et 500 000€,45804,45695,2025-05-27 / 2025-11-27
89827559900014.0,BIO SITE,30000,Aide en numéraire,Aide à l'investissement FILA 2024,Inférieur à 30 000€,45728,45695,2025-03-12 / 2025-09-12
52899860200023.0,IMMO DE France AQUITAINE,8877,Aide en numéraire,Aide à l'investissement 1M Arbres,Inférieur à 30 000€,45684,45695,2025-01-27 / 2025-07-27
34063725500027.0,BANQUE ALIMENTAIRE DE BORDEAUX,50000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45775,45695,2025-04-28 / 2025-10-28
42971672300011.0,TALENCE INNOVATION SUD DEVELOPPEMENT,47500,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45821,45695,2025-06-13 / 2025-12-13
49301996200049.0,ENSEMBLE PYGMALION,28500,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45810,45695,2025-06-02 / 2025-12-02
82365349800035.0,E GRAINE NOUVELLE AQUITAINE,7000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45763,45911,2025-04-16 / 2025-10-16
43383539400027.0,ADELE,23750,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45832,45911,2025-06-24 / 2025-12-24
47838951300027.0,PLIE DES HAUTS DE GARONNE,27091,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45855,45911,2025-07-17 / 2026-01-17
78444873000027.0,ASSOCIATION FRANCAISE ATHLETISME,100000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45842,45911,2025-07-04 / 2026-01-04
84047423300029.0,ZERO WASTE BORDEAUX,16000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45846,45911,2025-07-08 / 2026-01-08
43383539400027.0,PLIE ADELE,17730,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45859,45911,2025-07-21 / 2026-01-21
49428909300036.0,ATELIER GRAPHITE,7000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45881,45911,2025-08-12 / 2026-02-12
41900910500018.0,CSDL,47500,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45868,45911,2025-07-30 / 2026-01-30
82802334100047.0,CRESS NA,9500,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45902,45911,2025-09-02 / 2026-03-02
31065677200202.0,LEO LAGRANGE FORMATION,437500,Aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45908,45911,2025-09-08 / 2026-03-08
48956307200029.0,ADMAA,8650,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45855,45911,2025-07-17 / 2026-01-17
41763246000073.0,BRUIT DU FRIGO,93960,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
80039284700029.0,LA CHIFFONNE RIT,87189,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
82138441900015.0,L'EPHEMERE,22050,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45834,45911,2025-06-26 / 2025-12-26
51317173600038.0,LUDOSENS,6500,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45834,45911,2025-06-26 / 2025-12-26
84231008800013.0,GERMAINE VEILLE,90000,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,45911,2025-06-26 / 2025-12-26
89124340400011.0,KIMVUKA MVUALA TATU,46500,Aide en numéraire,AAP 2024-2025 SOLIDARITE DECHETS,Entre 30 000€ et 100 000€,45646,45911,2024-12-20 / 2025-06-20
91525690300013.0,AMIS DE LA BASILIQUE SAINT SEURIN,125000,Aide en numéraire,Aide à l'investissement,Entre 100 000€ et 500 000€,45889,45911,2025-08-20 / 2026-02-20
30016423300052.0,AFEPT,55100,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45887,45911,2025-08-18 / 2026-02-18
92078594600020.0,LES PETITES CANTINES BORDEAUX,35000,Aide en numéraire,ESS Aide à l'investissement,Entre 30 000€ et 100 000€,45912,46036,2025-09-12 / 2026-03-12
44433758800040.0,LA FABRIQUE POLA,100000,Aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,45834,46036,2025-06-26 / 2025-12-26
80077623900033.0,CYCLES ET MANIVELLES,9000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
35221687300211.0,ADIE,6000,Aide en numéraire,APP CDV 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
48237148100086.0,COOP ALPHA,25000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
85029215200020.0,ESPACE TEXTILE RIVE DROITE,20000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
84779999600016.0,LA CRAVATE SOLIDAIRE BORDEAUX,30000,Aide en numéraire,AAP CLS 2025,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
33348540700030.0,CIDFF GIRONDE,22000,Aide en numéraire,AAP CONTRAT DE VILLE,Inférieur à 30 000€,45884,46036,2025-08-15 / 2026-02-15
33348540700030.0,CIDFF GIRONDE,40000,Aide en numéraire,AAP CLS Aide AU FONCTIONNEMENT - PLURIANNELLE 2025 à 2026,Entre 30 000€ et 100 000€,45881,46036,2025-08-12 / 2026-02-12
41763246000073.0,BRUIT DU FRIGO,5760,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45833,46036,2025-06-25 / 2025-12-25
84231008800013.0,GERMAINE VEILLE,50000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45834,46036,2025-06-26 / 2025-12-26
53389682500056.0,SEMER LE DOUTE,26000,Aide en numéraire,FESTIVAL INTERNATIONAL DU FILM,Inférieur à 30 000€,45790,46036,2025-05-13 / 2025-11-13
85029215200012.0,ESPACE TEXTILE RIVE DROITE,16000,Aide en numéraire,AAP CONTRAT DE VILLE,Inférieur à 30 000€,45881,46036,2025-08-12 / 2026-02-12
81318188000028.0,ASSOCIATION EPI'SOL,5000,Aide en numéraire,Aide à l'investissement,Inférieur à 30 000€,45971,46036,2025-11-10 / 2026-05-10
93179507400018.0,ENTER,57000,Aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45966,46036,2025-11-05 / 2026-05-05
50299030200049.0,L'ACADEMIE DES RUCHES,10000,Aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45966,46036,2025-11-05 / 2026-05-05
31231100400047.0,GIHP AQUITAINE,30000,Aide en numéraire,Projet prévention et habitat,Inférieur à 30 000€,45959,46036,2025-10-29 / 2026-04-29
45820496300029.0,DOMOFRANCE,82840,Aide en numéraire,Aide à l'investissement - Résidences étudiante Paul Pascal,Entre 30 000€ et 100 000€,45951,46036,2025-10-21 / 2026-04-21
