idBeneficiaire,nomBénéficiaire,montant,nature,objet,montant_reuse,dateConvention,datepublication,datesPériodeVersement
78180455400017.0,OTCBM,3740000,aide en numéraire,aide au fonctionnement,Supérieur à 500 000€,45343,45386,2024-02-21/2024-08-21
84937825200019.0,Villa Valmont,40000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45365,45386,2024-03-14/2024-09-14
34426475900046.0,Escales Littéraires de Bordeaux Aquitaine,150000,aide en numéraire,Escale du Livre,Entre 100 000€ et 500 000€,45419,45537,2024-05-07/2024-11-07
82101368700024.0,France Active Nouvelle Aquitaine,50000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45432,45537,2024-05-20/2024-11-20
35221687300211.0,ADIE,43000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45457,45537,2024-06-14/2024-12-14
49874718700025.0,Bordeax Aquitaine Inno'Vin,40000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45450,45537,2024-06-07/2024-12-07
31231100400039.0,GIHP,30000,aide en numéraire,aide au fonctionnement,Inférieur à 30 000€,45469,45537,2024-06-26/2024-12-26
42008956700000.0,ASSOCIATION ESPRIT DE CORPS,20000,aide en numéraire,codev,Inférieur à 30 000€,43832,43853,2020-01-02/2020-07-02
49848483100000.0,AGEC & CO,14250,aide en numéraire,SMAC agglo scènes musiques actuelles,Inférieur à 30 000€,43893,43929,2020-03-03/2020-09-03
44433758800000.0,LA FABRIQUE POLA,114000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43916,43929,2020-03-26/2020-09-26
32500114700000.0,LE PARTENARIAT,29000,aide en numéraire,Appel à projet international solidarité eau,Inférieur à 30 000€,43881,43984,2020-02-20/2020-08-20
34169319000000.0,MUSIQUES DE NUIT DIFFUSION,28000,aide en numéraire,Les inédits de l'été E.M.,Inférieur à 30 000€,44007,44068,2020-06-25/2020-12-25
79739136400000.0,CRISTOPH HUTIN ARCHITECTURE,37500,aide en numéraire,Biennale archi Venise,Entre 30 000€ et 100 000€,44161,44166,2020-11-26/2021-05-26
50449400600000.0,ASSOCIATION EAU POUR LA VIE,50000,aide en numéraire,AP international solidarité eau BENIN,Entre 30 000€ et 100 000€,43881,43984,2020-02-20/2020-08-20
39459802300000.0,ID DEVELOPPEMENT,50000,aide en numéraire,AP international solidarité eau TAHITI,Entre 30 000€ et 100 000€,43881,44068,2020-02-20/2020-08-20
31231100400039.0,GIHP INSERT PERS HAND,5000,aide en numéraire,Zéro déchets,Inférieur à 30 000€,43382,43502,2018-10-09/2019-04-09
32848008200069.0,COMPAGNIE LES MARCHES DE L'ÉTÉ,15000,aide en numéraire,FESTIVAL 30/30,Inférieur à 30 000€,43515,43557,2019-02-19_2019-08-19
37809063300017.0,CREAC DE BEGLES,47500,aide en numéraire,saison cirque,Entre 30 000€ et 100 000€,43516,43557,2019-02-20/2019-08-20
42008956700036.0,ESPRIT DE CORPS,20000,aide en numéraire,festival POUCE,Inférieur à 30 000€,43535,43557,2019-03-11/2019-09-11
40265285300069.0,CHAHUTS,35000,aide en numéraire,LES ARTS DE LA PAROLE,Entre 30 000€ et 100 000€,43518,43557,2019-02-22/2019-08-22
37781852100025.0,BORDEAUX TECHNOWEST,440000,aide en numéraire,LA TECHNOPOLE,Entre 100 000€ et 500 000€,43600,43636,2019-05-15/2019-11-15
48956307200029.0,ADMAA,20000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43612,43636,2019-05-27/2019-11-27
82071933400014.0,CLUSTER BORDEAUX SUPERYACHT,25000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43608,43636,2019-05-23/2019-11-23
82155741000015.0,L'ART DANS TOUS SES ETATS,6600,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43628,43636,2019-06-12/2019-12-12
41900910500018.0,CSDL,38000,aide en numéraire,ESS programme d'actions,Entre 30 000€ et 100 000€,43622,43636,2019-06-06/2019-12-06
39856806300059.0,FACE,14250,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43643,43724,2019-06-27/2019-12-27
33348540700017.0,CIDFF,8500,aide en numéraire,actions spécifiques,Inférieur à 30 000€,43669,43724,2019-07-23/2020-01-23
53389682500023.0,SEMER LE DOUTE,26000,aide en numéraire,Festival FIFIB,Inférieur à 30 000€,43703,43724,2019-08-26/2020-02-26
79493089100013.0,LE LIVRE VERT,15000,aide en numéraire,investissement,Inférieur à 30 000€,43452,43502,2018-12-18/2019-06-18
43294548300035.0,CARREFOURS POUR L'EMPLOI,18000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43482,43502,2019-01-17/2019-07-17
32852574600017.0,SIMOREP ET CIE,400000,aide en numéraire,investissement projet butterfly,Entre 100 000€ et 500 000€,43367,43502,2018-09-24/2019-03-24
39988425300036.0,CAP SCIENCES,5000,aide en numéraire,Fête de la science,Inférieur à 30 000€,43510,43557,2019-02-14/2019-08-14
78180455400017.0,OFFICE TOURISME & CONGRES BORDEAUX,3000000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43532,43557,2019-03-08/2019-09-08
48428659600032.0,SAMPE France,5000,aide en numéraire,Action journées techniques,Inférieur à 30 000€,43579,43636,2019-04-24/2019-10-24
78942066800012.0,YES WE CAMP,10000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43606,43636,2019-05-21/2019-11-21
48438218900021.0,PASSAGE A L'ART,15200,aide en numéraire,"Manifestation ""faire des bulles""",Inférieur à 30 000€,43633,43636,2019-06-17/2019-12-17
52289609100033.0,ATIS,20000,aide en numéraire,Start up de territoire,Inférieur à 30 000€,43642,43724,2019-06-26/2019-12-26
39988425300036.0,CAP SCIENCES,120000,aide en numéraire,investissement,Entre 100 000€ et 500 000€,43641,43724,2019-06-25/2019-12-25
80041897200017.0,ENT'AUTRES,20000,aide en numéraire,Investissement Le Local,Inférieur à 30 000€,43658,43724,2019-07-12/2020-01-12
79981016300011.0,OVERGROUND,5800,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43684,43724,2019-08-07/2020-02-07
42213614300068.0,WIMOOV GIRONDE,55000,aide en numéraire,plateforme mobilité,Entre 30 000€ et 100 000€,43489,43502,2019-01-24/2019-07-24
39061052500029.0,AQUITEC,26000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43496,43502,2019-01-31/2019-07-31
41892140900011.0,UNION BORDEAUX METROPOLE (UBM),165000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43510,43557,2019-02-14/2019-08-14
48301340500012.0,COS Bordeaux Métropole,1680000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43510,43557,2019-02-14/2019-08-14
84217399900017.0,LE LAB,7000,aide en numéraire,investissement travaux Lormont,Inférieur à 30 000€,43532,43557,2019-03-08/2019-09-08
34169319000033.0,MUSIQUES DE NUIT DIFFUSION,33250,aide en numéraire,journées afro contemporaines,Entre 30 000€ et 100 000€,43441,43557,2018-12-07/2019-06-07
78181448800040.0,AURBA,4372000,aide en numéraire,Fonctionnement,Supérieur à 500 000€,43530,43557,2019-03-06/2019-09-06
45227479800035.0,LETTRES DU MONDE,6000,aide en numéraire,IN SITU ÉTÉ METROPOLITAIN,Inférieur à 30 000€,43606,43636,2019-05-21/2019-11-21
48029371100028.0,BORDEAUX ROCK,8000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43612,43636,2019-05-27/2019-11-27
82831200900016.0,BORDEAUX ART CONTEMPORAIN,8000,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43614,43636,2019-05-29/2019-11-29
49848483100033.0,AGEC ET CO,14250,aide en numéraire,projet artistique,Inférieur à 30 000€,43614,43636,2019-05-29/2019-11-29
81831326400025.0,FRENTECH BORDEAUX,204000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43628,43636,2019-06-12/2019-12-12
37796404400038.0,BORDEAUX UNITEC,15000,aide en numéraire,manifestation Innovaday,Inférieur à 30 000€,43629,43636,2019-06-13/2019-12-13
47941474000049.0,ALPHA,57000,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43635,43724,2019-06-19/2019-12-19
49500944100033.0,ALEC,137000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43628,43724,2019-06-12/2019-12-12
49058526200069.0,MAISON EMPLOI BX MDE,25000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43677,43724,2019-07-31/2020-01-31
84515945800023.0,COM UNE PARENTHESE,29000,aide en numéraire,actions spécifiques,Inférieur à 30 000€,43671,43724,2019-07-25/2020-01-25
35221687300015.0,ADIE,5000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,43677,43724,2019-07-31/2020-01-31
81292453800018.0,LES DETRITIVORES,50000,aide en numéraire,action déchets,Entre 30 000€ et 100 000€,43699,43724,2019-08-22/2020-02-22
48428452600072.0,AEROSPACE VALLEY,90000,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43769,43784,2019-10-31/2020-04-31
37914022100019.0,FESTIVAL INTERNATIONAL,50000,aide en numéraire,Festival du film d'histoire,Entre 30 000€ et 100 000€,43781,43784,2019-11-12/2020-05-12
40285022600018.0,ASSO LEONARD DE VINCI,25000,aide en numéraire,Big Data,Inférieur à 30 000€,43298,43502,2018-07-17/2019-01-17
78184854400032.0,SOLIHA SOLIDAIRE HABITAT,216000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43454,43502,2018-12-20/2019-06-20
82343035000012.0,ASSO FESTIVAL ODP,40000,aide en numéraire,Festival ODP codev,Entre 30 000€ et 100 000€,43530,43557,2019-03-06/2019-09-06
85029215200012.0,ESPACE TEXTILE RIVE DROITE,35000,aide en numéraire,appel à projet FAJ,Entre 30 000€ et 100 000€,44173,44229,2020-12-08/2021-06-08
88352417500014.0,TARMAQ,294365,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44207,44229,2021-01-11/2021-07-11
40919981700050.0,INVEST IN BORDEAUX,487775,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44308,44418,2021-04-22/2021-10-22
41763246000073.0,BRUIT DU FRIGO,5000,aide en numéraire,La mêlée,Inférieur à 30 000€,44356,44418,2021-06-09/2021-12-09
78989994500016.0,LES BRUITS DE LA RUE,9720,aide en numéraire,Application TINKIET,Inférieur à 30 000€,44258,44418,2021-03-03/2021-09-03
83822381600011.0,LES AMIS DE SOLEVENT,2000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44341,44418,2021-05-25/2021-11-25
37781852100025.0,BORDEAUX TECHNOWEST,440000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44159,44518,2020-11-24/2021-05-24
48782378300013.0,TERRE D'ADELES,7000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44294,44518,2021-04-08/2021-10-08
42243827500014.0,LES QUATUORS A BORDEAUX,15000,aide en numéraire,Vivre ! Festival des quatuors,Inférieur à 30 000€,44480,44518,2021-10-11/2022-04-11
45309131600019.0,CONGRES ET EXPOSITIONS DE BORDEAUX,1600000,aide en numéraire,Aide à l'immobilier,Supérieur à 500 000€,44508,44550,2021-11-08/2022-05-08
79227291600034.0,EMMAUS CONNECT,18000,aide en numéraire,Plan pauvreté ALADDIN,Inférieur à 30 000€,44489,44550,2021-10-20/2022-04-20
33884976300036.0,IFAID,20000,aide en numéraire,Soutien au dispositif local d'accompagnement,Inférieur à 30 000€,44494,44550,2021-10-25/2022-04-25
51950160500017.0,ASLAV,20000,aide en numéraire,Action solidarité internationale eau,Inférieur à 30 000€,44473,44550,2021-10-04/2022-04-04
80127165100029.0,ETU'RECUP,7500,aide en numéraire,Soutien aux étudiants dans la précarité,Inférieur à 30 000€,44547,44624,2021-12-17/2022-06-17
48301340500012.0,COS du personnel de Bordeaux Métropole,1970000,aide en numéraire,aide au fonctionnement,Supérieur à 500 000€,45355,45386,2024-03-04/2024-09-04
53389682500049.0,Semer le Doute,30000,aide en numéraire,AAP Résidence pour le cinéma,Inférieur à 30 000€,45352,45386,2024-03-01/2024-09-01
78187611500010.0,Villa Primrose,25000,aide en numéraire,aide au fonctionnement,Inférieur à 30 000€,45427,45537,2024-05-15/2024-11-15
90870146900011.0,Way4space,250000,aide en numéraire,aide au fonctionnement,Entre 100 000€ et 500 000€,45446,45537,2024-06-03/2024-12-03
82802334100047.0,CRESS,50000,aide en numéraire,aide au fonctionnement,Entre 30 000€ et 100 000€,45475,45537,2024-07-02/2025-01-02
41900910500018.0,Caisse Sociale de Développement Local (CSDL),38000,aide en numéraire,aide au  fonctionnement - Accompagnement ESS,Entre 30 000€ et 100 000€,45426,45537,2024-05-14/2024-11-14
49500944100041.0,ALEC,262500,aide en numéraire,SARE 2024,Entre 100 000€ et 500 000€,45510,45673,2024-08-06/2025-02-06
35221687300211.0,ADIE,8000,aide en numéraire,AAP Contrat de ville 2024,Inférieur à 30 000€,45532,45673,2024-08-28/2025-02-28
80077623900033.0,Cycles et Manivelles,56000,aide en numéraire,Maisons Métropolitaines  des Mobilités Alternatives 2024,Entre 30 000€ et 100 000€,45554,45673,2024-09-19/2025-03-19
37914022100019.0,Festival international,50000,aide en numéraire,Festival 2024,Entre 30 000€ et 100 000€,45589,45673,2024-10-24/2025-04-24
33145778800619.0,AGIR ABCD,20000,aide en numéraire,AAP SOLIDARITE EAU,Inférieur à 30 000€,45646,45673,2024-12-20/2025-06-20
84978746000013.0,L'Burn,10441,aide en numéraire,Aide à l'investissement immobilier,Inférieur à 30 000€,45270,45386,2023-12-10/2024-06-10
82182204600024.0,Wejob,82000,aide en numéraire,AAP Emploi et Quartier,Entre 30 000€ et 100 000€,45342,45386,2024-02-20/2024-08-20
49058526200069.0,"Maison de l'emploi, de l'insertion économique et de l'entreprise de Bordeaux",230000,aide en numéraire,aide au fonctionnement,Entre 100 000€ et 500 000€,45370,45386,2024-03-19/2024-09-19
43288382500031.0,Vélo-Cité,14132,aide en numéraire,Fête du Vélo 2024,Inférieur à 30 000€,45389,45537,2024-04-07/2024-10-07
52824466800034.0,Dynam'Eau,22000,aide en numéraire,Solidarité Internationale Eau et Assainissement,Inférieur à 30 000€,44953,45014,2023-01-27/2023-07-27
48980839400014.0,CS La Passerelle,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
83844691200019.0,UNIRE,6000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
43775023500040.0,Atelier Remunénage,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
39931862500023.0,Promofemmes St Michel,5000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
78184921100029.0,Centre Social et Familial Bordeaux Nord,2000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
78184929400280.0,Centre Animation de Bordeaux Cultivons le Partage,3000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
49500944100033.0,ALEC,137000,aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45029,45097,2023-04-13/2023-10-13
80961975200011.0,Digital Aquitaine,57000,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45138,45216,2023-07-31/2024-01-31
78181448800040.0,AURBA,4372000,aide en numéraire,Aide au fonctionnement,Supérieur à 500 000€,45142,45216,2023-08-04/2024-02-04
35221687300211.0,ADIE,15000,aide en numéraire,AAP Contrat de Ville,Inférieur à 30 000€,45160,45216,2023-08-22/2024-02-22
33986341700418.0,Les Restaurants du Coeur,40000,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45225,45324,2023-10-26/2024-04-26
34975346700043.0,Haut de Garonne Développement,45000,aide en numéraire,Aide au fonctionement,Entre 30 000€ et 100 000€,45238,45324,2023-11-08/2024-05-08
42198523500017.0,Arc Sud Développement,47500,aide en numéraire,Programme d'actions 2023,Entre 30 000€ et 100 000€,45240,45324,2023-11-10/2024-05-10
53280194100032.0,Pompiers Solidaires,30000,aide en numéraire,Subvention Accès Eau Potable Ukraine,Inférieur à 30 000€,45268,45324,2023-12-08/2024-06-08
84122122900021.0,Bordeaux Ecole Numérique,8000,aide en numéraire,AAP Emploi et Quartiers,Inférieur à 30 000€,45279,45324,2023-12-19/2024-06-19
52289609100000.0,ATIS,42750,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43917,43929,2020-03-27/2020-09-27
52257430000000.0,LE CARRE-COLONNES,45000,aide en numéraire,Festival Echappée Belle,Entre 30 000€ et 100 000€,43917,43929,2020-03-27/2020-09-27
45154609700000.0,FRANCE ACTIVE AQUITAINE,41250,aide en numéraire,Programme actions ESS/TPE,Entre 30 000€ et 100 000€,43921,43929,2020-03-31/2020-09-30
49058526200100.0,MAISON DE L'EMPLOI (MDE),230000,aide en numéraire,Programme d'actions et PLIE,Entre 100 000€ et 500 000€,43927,43929,2020-04-06/2020-10-06
77558666200337.0,ASSOCIATION LAIQUE LE PRADO,20000,aide en numéraire,"Plateforme de captation ""Louer Clé en Mains""",Inférieur à 30 000€,44567,44624,2022-01-06/2022-07-06
84324796600016.0,ASSOCIATION IKOS,20000,aide en numéraire,Subvention Investissement,Inférieur à 30 000€,44445,44624,2021-09-06/2022-03-06
48956307200029.0,ASS DEF MUSIQUE ALTERNATIVE AQUITAINE,35000,aide en numéraire,Festival Relâche,Entre 30 000€ et 100 000€,44615,44624,2022-02-23/2022-08-23
34426475900046.0,ESCALE LITTERAIRES BORDEAUX AQUITAINE,150000,aide en numéraire,Escale du livre 2022,Entre 100 000€ et 500 000€,44614,44624,2022-02-22/2022-08-22
49058526200069.0,MAISON DE L'EMPLOI DE BORDEAUX,17500,aide en numéraire,Subvention de Fonctionnement,Inférieur à 30 000€,44585,44713,2022-01-24/2022-07-24
43434085700037.0,LES ARTS AU MUR,15000,aide en numéraire,Evènements Artothèque 2022,Inférieur à 30 000€,44629,44713,2022-03-09/2022-09-09
40265285300019.0,CHAHUTS,35000,aide en numéraire,Subvention Festival 2022,Entre 30 000€ et 100 000€,44634,44713,2022-03-14/2022-09-14
48029371100028.0,BORDEAUX ROCK,20000,aide en numéraire,Subvention Musical Ecran 2022,Inférieur à 30 000€,44615,44713,2022-02-23/2022-08-23
44433758800040.0,LA FABRIQUE POLA,114000,aide en numéraire,Subvention de fonctionnement,Entre 100 000€ et 500 000€,44676,44713,2022-04-25/2022-10-25
48237148100060.0,COOP'ALPHA,55000,aide en numéraire,Subvention de fonctionnement,Entre 30 000€ et 100 000€,44735,44805,2022-06-23/2022-12-23
52289609100033.0,ATIS,70000,aide en numéraire,Subvention de fonctionnement,Entre 30 000€ et 100 000€,44736,44805,2022-06-24/2022-12-24
49500944100033.0,ALEC,137000,aide en numéraire,Subvention de fonctionnement,Entre 100 000€ et 500 000€,44683,44805,2022-05-02/2022-11-02
85240874900000.0,COOPERATIVE FUNERAIRE SYPRES,8594,aide en numéraire,ESS aide à investis. Immobilier (local),Inférieur à 30 000€,43852,43887,2020-01-22/2020-07-22
34221545600000.0,MÉMOIRE DE BORDEAUX,91379,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43894,43929,2020-03-04/2020-09-04
18001003500000.0,CDAD,23000,aide en numéraire,Politique de la ville,Inférieur à 30 000€,44077,44166,2020-09-03/2021-03-03
53310615000000.0,COOP ET BAT,12500,aide en numéraire,Subvention exeptionnelle,Inférieur à 30 000€,44223,44229,2021-01-27/2021-07-27
39253524100000.0,SEPANSO,15000,aide en numéraire,Subvention exeptionnelle,Inférieur à 30 000€,44225,44229,2021-01-29/2021-07-29
78184354500026.0,Société d'Encouragement de Bordeaux,52996,aide en numéraire,Aide à l'investissement,Entre 30 000€ et 100 000€,44894,45014,2022-11-29/2023-05-29
40919981700050.0,Invest In Bordeaux,527775,aide en numéraire,Aide au fonctionnement,Supérieur à 500 000€,44991,45014,2023-03-06/2023-09-06
48438218900039.0,Passage à l'Art,15200,aide en numéraire,Festival Faites des Bulles 2023,Inférieur à 30 000€,44992,45014,2023-03-07/2023-09-07
32592166600013.0,Comité de Jumelage Mirebalais,39625,aide en numéraire,Solidarité Internationale Eau et Assainissement,Entre 30 000€ et 100 000€,44953,45097,2023-01-27/2023-07-27
48956307200029.0,ADMAA,35000,aide en numéraire,Festival Relâche 2023,Entre 30 000€ et 100 000€,45042,45097,2023-04-26/2023-10-26
34169319000033.0,Musique de Nuit Diffusion,25000,aide en numéraire,Festival des Hauts de Garonne,Inférieur à 30 000€,45056,45097,2023-05-10/2023-11-10
52898001400021.0,Aquitaine Chimie Durable,30000,aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45051,45097,2023-05-05/2023-11-05
78185055700088.0,Les PEP 33,130900,aide en numéraire,Aide au fonctionnement,Entre 100 000€ et 500 000€,45043,45097,2023-04-27/2023-10-27
41214436200032.0,DEFI,18000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
78184865000011.0,Foyer Fraternel,2500,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45097,2023-04-17/2023-10-17
82365349800019.0,E-Graine Nouvelle Aquitaine,2000,aide en numéraire,Ma Métropole engagée pour le climat,Inférieur à 30 000€,45030,45097,2023-04-14/2023-10-14
85242037100027.0,Association CYCL'EAU,15000,aide en numéraire,Salon Cycl'Eau 2023,Inférieur à 30 000€,44966,45097,2023-02-09/2023-08-09
79227291600034.0,Emmaus Connect,8000,aide en numéraire,Projet ALADDIN 2023,Inférieur à 30 000€,45033,45216,2023-04-17/2023-10-17
30091783800025.0,ADAV 33,99400,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45138,45216,2023-07-31/2024-01-31
81147565600021.0,Séjour Sportif Solidaire,4500,aide en numéraire,AAP Contrat de Ville,Inférieur à 30 000€,45169,45216,2023-08-31/2024-02-28
34063725500027.0,Banque Alimentaire,40000,aide en numéraire,Aide au fonctionnement,Entre 30 000€ et 100 000€,45236,45324,2023-11-06/2024-05-06
39949552200019.0,Emmaüs Aquitaine,30000,aide en numéraire,Aide au fonctionnement,Inférieur à 30 000€,45230,45324,2023-10-31/2024-04-31
37914022100019.0,Association Festival du Film d'Histoire,50000,aide en numéraire,Fetival International du Film d'Histoire 2023,Entre 30 000€ et 100 000€,45240,45324,2023-11-10/2024-05-10
41993219900039.0,CREAQ,62000,aide en numéraire,Subvention complémentaire,Entre 30 000€ et 100 000€,45262,45324,2023-12-02/2024-06-02
33986341700418.0,Les Restaurants du Coeur,10000,aide en numéraire,Subvention complémentaire,Inférieur à 30 000€,45272,45324,2023-12-12/2024-06-12
37809063300017.0,CREAC DE BEGLES,47500,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,44270,44418,2021-03-15/2021-09-15
42008956700044.0,ASSO ESPRIT DE CORPS,20000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44267,44418,2021-03-12/2021-09-12
30733663600039.0,CENTRE REGIONAL INFORMATION JEUNESSE,30400,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,44345,44418,2021-05-29/2021-11-29
78182415600041.0,THEATRE NATIONAL DE BORDEAUX,15000,aide en numéraire,As comadres / A. Mnouchkine,Inférieur à 30 000€,44357,44418,2021-06-10/2021-12-10
42283936500018.0,AMANIEU DE BOULIAC,6500,aide en numéraire,Les médiévales de Bouliac,Inférieur à 30 000€,44381,44418,2021-07-04/2022-01-04
32123703400012.0,ARC EN REVE,407253,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44404,44418,2021-07-27/2022-01-27
42213614300084.0,WIMOOV,10000,aide en numéraire,Plateforme mobilité seniors,Inférieur à 30 000€,44300,44518,2021-04-14/2021-10-14
43383539400027.0,A.D.E.L.E,25000,aide en numéraire,Fonctionnement,Inférieur à 30 000€,44172,44518,2020-12-07/2021-06-07
85147541800030.0,FIBOIS NOUVELLE-AQUITAINE,10000,aide en numéraire,Rencontres Woodrise,Inférieur à 30 000€,44459,44518,2021-09-20/2022-03-20
82033673300010.0,ADI NOUVELLE AQUITAINE,50000,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,44496,44518,2021-10-27/2022-04-27
39988425300036.0,CAP SCIENCES CCSTI,320000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,44508,44550,2021-11-08/2022-05-08
52824466800018.0,DYNAMEAU,38000,aide en numéraire,Action solidarité internationale eau,Entre 30 000€ et 100 000€,44473,44550,2021-10-04/2022-04-04
48920860300022.0,SENS,24000,aide en numéraire,Action solidarité internationale eau,Inférieur à 30 000€,44473,44550,2021-10-04/2022-04-04
80127165100029.0,ETU RECUP,55000,aide en numéraire,MAMMA,Entre 30 000€ et 100 000€,44499,44550,2021-10-30/2022-04-30
90478841100018.0,Evolpro,40000,aide en numéraire,AAP Emploi et Quartier,Entre 30 000€ et 100 000€,45295,45386,2024-01-04/2024-07-04
53389682500049.0,Semer le Doute,26000,aide en numéraire,FIFIB 2024,Inférieur à 30 000€,45352,45537,2024-03-01/2024-09-01
81195928700012.0,NANTES SUMMERCAMP,225000,aide en numéraire,SOFILM,Entre 100 000€ et 500 000€,43444,43502,2018-12-10/2019-06-10
49058526200069.0,MAISON EMPLOI INSERT ECO ENTREP.,230000,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43531,43557,2019-03-07/2019-09-07
34221545600043.0,MÉMOIRE DE BORDEAUX,91379,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43511,43557,2019-02-15/2019-08-15
50907979400012.0,ASSO.EUROPEENNE DU FILM ANIMATION,150000,aide en numéraire,CARTOON MOVIE,Entre 100 000€ et 500 000€,43514,43557,2019-02-18/2019-08-18
84474944000013.0,LA PLANCHE,27500,aide en numéraire,Investissement tiers lieu,Inférieur à 30 000€,43557,43636,2019-04-02/2019-10-02
43288382500031.0,VELO CITE,5000,aide en numéraire,FETE DU VELO,Inférieur à 30 000€,43600,43636,2019-05-15/2019-11-15
49206573500028.0,LES ASSOCIES CREW,8826,aide en numéraire,Eté métropolitain,Inférieur à 30 000€,43613,43636,2019-05-28/2019-11-28
48237148100029.0,COOP ALPHA,52000,aide en numéraire,ESS programme d'actions,Entre 30 000€ et 100 000€,43622,43636,2019-06-06/2019-12-06
35221687300211.0,ADIE,15000,aide en numéraire,ESS programme d'actions,Inférieur à 30 000€,43627,43636,2019-06-11/2019-12-11
45154609700028.0,FRANCE ACTIVE,41250,aide en numéraire,ESS programme d'actions,Entre 30 000€ et 100 000€,43628,43636,2019-06-12/2019-12-12
42198523500017.0,ARC SUD DEVELOPPEMENT,47500,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43642,43724,2019-06-26/2019-12-26
48237148100029.0,COOP ALPHA,9000,aide en numéraire,actions spécifiques,Inférieur à 30 000€,43655,43724,2019-07-09/2020-01-09
51779186900012.0,MEBA,56400,aide en numéraire,Fonctionnement,Entre 30 000€ et 100 000€,43759,43784,2019-10-21/2020-04-21
40228354300070.0,CLAP SUD OUEST,5000,aide en numéraire,Action spécifique dével. Outil numérique,Inférieur à 30 000€,43677,43784,2019-07-31/2020-01-31
49500944100033.0,ALEC,82800,aide en numéraire,déploiement PCAET,Entre 30 000€ et 100 000€,43532,43557,2019-03-08/2019-09-08
40919981700050.0,INVEST IN BORDEAUX,487775,aide en numéraire,Fonctionnement,Entre 100 000€ et 500 000€,43621,43636,2019-06-05/2019-12-05
45154609700028.0,FRANCE ACTIVE,30000,aide en numéraire,Investissement sur outils financiers,Inférieur à 30 000€,43643,43724,2019-06-27/2019-12-27
